Date,Price,Open,High,Low,Volume,Change(%)
10-Jul-13,"6,504.96","6,513.08","6,535.91","6,472.41",606.50M,-0.12%
9-Jul-13,"6,513.08","6,450.07","6,530.86","6,450.07",658.61M,0.98%
8-Jul-13,"6,450.07","6,375.52","6,476.09","6,375.52",622.00M,1.17%
5-Jul-13,"6,375.52","6,421.67","6,498.59","6,364.38",725.87M,-0.72%
4-Jul-13,"6,421.67","6,229.87","6,431.41","6,229.87",824.17M,3.08%
3-Jul-13,"6,229.87","6,303.94","6,303.94","6,185.21",663.01M,-1.17%
2-Jul-13,"6,303.94","6,307.78","6,314.13","6,266.50",560.70M,-0.06%
1-Jul-13,"6,307.78","6,215.47","6,317.02","6,215.44",657.03M,1.49%
28-Jun-13,"6,215.47","6,243.40","6,268.84","6,207.72",920.73M,-0.45%
27-Jun-13,"6,243.40","6,165.48","6,271.80","6,165.45",803.97M,1.26%
26-Jun-13,"6,165.48","6,101.91","6,177.92","6,089.21",754.67M,1.04%
25-Jun-13,"6,101.91","6,029.10","6,114.61","6,029.10",786.47M,1.21%
24-Jun-13,"6,029.10","6,116.17","6,136.11","6,023.44",864.11M,-1.42%
21-Jun-13,"6,116.17","6,159.51","6,244.17","6,116.17",1.51B,-0.70%
20-Jun-13,"6,159.51","6,348.82","6,348.82","6,144.98",874.37M,-2.98%
19-Jun-13,"6,348.82","6,374.21","6,383.61","6,327.01",723.62M,-0.40%
18-Jun-13,"6,374.21","6,330.49","6,397.33","6,311.35",654.14M,0.69%
17-Jun-13,"6,330.49","6,308.26","6,370.75","6,308.26",575.44M,0.35%
14-Jun-13,"6,308.26","6,304.63","6,343.51","6,290.62",734.16M,0.06%
13-Jun-13,"6,304.63","6,299.45","6,310.95","6,205.71",824.35M,0.08%
12-Jun-13,"6,299.45","6,340.08","6,364.26","6,295.92",693.80M,-0.64%
11-Jun-13,"6,340.08","6,400.45","6,401.18","6,280.08",736.37M,-0.94%
10-Jun-13,"6,400.45","6,411.99","6,421.24","6,379.62",597.23M,-0.18%
7-Jun-13,"6,411.99","6,336.11","6,421.37","6,313.60",786.64M,1.20%
6-Jun-13,"6,336.11","6,419.31","6,435.39","6,336.11",680.97M,-1.30%
5-Jun-13,"6,419.31","6,558.58","6,558.58","6,419.31",800.99M,-2.12%
4-Jun-13,"6,558.58","6,525.12","6,577.00","6,525.12",806.46M,0.51%
3-Jun-13,"6,525.12","6,583.09","6,583.09","6,514.08",780.01M,-0.88%
31-May-13,"6,583.09","6,656.99","6,657.07","6,577.75",1.18B,-1.11%
30-May-13,"6,656.99","6,627.17","6,656.99","6,611.03",594.00M,0.45%
29-May-13,"6,627.17","6,762.01","6,762.01","6,620.82",613.72M,-1.99%
28-May-13,"6,762.01","6,654.34","6,790.70","6,654.34",658.60M,1.62%
24-May-13,"6,654.34","6,696.79","6,720.08","6,640.08",787.89M,-0.63%
23-May-13,"6,696.79","6,840.27","6,840.27","6,658.77",987.09M,-2.10%
22-May-13,"6,840.27","6,803.87","6,875.62","6,781.45",964.62M,0.53%
21-May-13,"6,803.87","6,755.63","6,803.87","6,744.20",763.67M,0.71%
20-May-13,"6,755.63","6,723.06","6,755.63","6,709.14",736.13M,0.48%
17-May-13,"6,723.06","6,687.80","6,726.90","6,669.93",855.15M,0.53%
16-May-13,"6,687.80","6,693.55","6,714.48","6,677.15",766.34M,-0.09%
15-May-13,"6,693.55","6,686.06","6,701.68","6,669.04",690.86M,0.11%
14-May-13,"6,686.06","6,631.76","6,686.06","6,618.36",618.40M,0.82%
13-May-13,"6,631.76","6,624.98","6,633.26","6,602.82",560.54M,0.10%
10-May-13,"6,624.98","6,592.74","6,637.84","6,591.58",807.52M,0.49%
9-May-13,"6,592.74","6,583.48","6,597.26","6,571.73",750.09M,0.14%
8-May-13,"6,583.48","6,557.30","6,587.39","6,547.00",703.45M,0.40%
7-May-13,"6,557.30","6,521.46","6,563.90","6,521.43",795.85M,0.55%
3-May-13,"6,521.46","6,460.71","6,541.69","6,451.50",768.86M,0.94%
2-May-13,"6,460.71","6,451.29","6,470.34","6,409.81",744.89M,0.15%
1-May-13,"6,451.29","6,430.12","6,475.87","6,429.80",409.46M,0.33%
30-Apr-13,"6,430.12","6,458.02","6,483.08","6,412.69",1.08B,-0.43%
29-Apr-13,"6,458.02","6,426.42","6,458.02","6,419.27",636.10M,0.49%
26-Apr-13,"6,426.42","6,442.59","6,442.59","6,399.37",560.27M,-0.25%
25-Apr-13,"6,442.59","6,431.76","6,467.11","6,411.94",739.18M,0.17%
24-Apr-13,"6,431.76","6,406.12","6,438.93","6,396.19",735.70M,0.40%
23-Apr-13,"6,406.12","6,280.62","6,406.14","6,278.48",719.14M,2.00%
22-Apr-13,"6,280.62","6,286.59","6,341.98","6,258.98",603.31M,-0.09%
19-Apr-13,"6,286.59","6,243.67","6,288.70","6,243.67",694.20M,0.69%
18-Apr-13,"6,243.67","6,244.21","6,277.79","6,225.86",668.15M,-0.01%
17-Apr-13,"6,244.21","6,304.58","6,334.44","6,225.16",738.34M,-0.96%
16-Apr-13,"6,304.58","6,343.60","6,343.60","6,297.53",609.90M,-0.62%
15-Apr-13,"6,343.60","6,384.39","6,384.42","6,300.12",576.45M,-0.64%
12-Apr-13,"6,384.39","6,416.14","6,416.14","6,368.20",521.45M,-0.49%
11-Apr-13,"6,416.14","6,387.37","6,423.56","6,377.54",556.83M,0.45%
10-Apr-13,"6,387.37","6,313.21","6,405.20","6,313.20",678.44M,1.17%
9-Apr-13,"6,313.21","6,276.94","6,326.54","6,276.94",613.23M,0.58%
8-Apr-13,"6,276.94","6,249.78","6,289.59","6,249.78",650.41M,0.43%
5-Apr-13,"6,249.78","6,344.12","6,346.82","6,214.36",668.68M,-1.49%
4-Apr-13,"6,344.12","6,420.28","6,426.37","6,341.43",680.16M,-1.19%
3-Apr-13,"6,420.28","6,490.66","6,491.84","6,416.67",676.02M,-1.08%
2-Apr-13,"6,490.66","6,411.74","6,501.78","6,408.84",913.56M,1.23%
28-Mar-13,"6,411.74","6,387.56","6,447.86","6,381.99",731.51M,0.38%
27-Mar-13,"6,387.56","6,399.37","6,420.90","6,344.19",755.24M,-0.18%
26-Mar-13,"6,399.37","6,378.38","6,404.52","6,369.58",650.36M,0.33%
25-Mar-13,"6,378.38","6,392.76","6,458.53","6,366.62",768.30M,-0.22%
22-Mar-13,"6,392.76","6,388.55","6,426.45","6,374.51",768.81M,0.07%
21-Mar-13,"6,388.55","6,432.70","6,435.59","6,364.00",641.94M,-0.69%
20-Mar-13,"6,432.70","6,441.32","6,475.61","6,421.29",724.53M,-0.13%
19-Mar-13,"6,441.32","6,457.92","6,474.57","6,414.45",679.52M,-0.26%
18-Mar-13,"6,457.92","6,489.65","6,489.65","6,386.17",748.78M,-0.49%
15-Mar-13,"6,489.65","6,529.41","6,533.78","6,470.10",1.26B,-0.61%
14-Mar-13,"6,529.41","6,481.50","6,532.57","6,478.54",791.45M,0.74%
13-Mar-13,"6,481.50","6,510.62","6,510.62","6,437.61",666.28M,-0.45%
12-Mar-13,"6,510.62","6,503.63","6,533.99","6,491.75",616.79M,0.11%
11-Mar-13,"6,503.63","6,483.58","6,505.30","6,473.56",625.23M,0.31%
8-Mar-13,"6,483.58","6,439.16","6,489.54","6,439.16",844.77M,0.69%
7-Mar-13,"6,439.16","6,427.64","6,459.68","6,427.31",923.03M,0.18%
6-Mar-13,"6,427.64","6,431.95","6,460.96","6,418.72",1.10B,-0.07%
5-Mar-13,"6,431.95","6,345.63","6,437.34","6,344.78",683.44M,1.36%
4-Mar-13,"6,345.63","6,378.60","6,379.29","6,333.17",704.24M,-0.52%
1-Mar-13,"6,378.60","6,360.81","6,391.67","6,308.56",1.11B,0.28%
28-Feb-13,"6,360.81","6,325.88","6,372.00","6,325.88",909.99M,0.55%
27-Feb-13,"6,325.88","6,270.44","6,335.90","6,269.26",707.92M,0.88%
26-Feb-13,"6,270.44","6,355.37","6,355.37","6,258.62",772.27M,-1.34%
25-Feb-13,"6,355.37","6,335.70","6,390.09","6,323.98",994.47M,0.31%
22-Feb-13,"6,335.70","6,291.54","6,347.25","6,291.49",702.83M,0.70%
21-Feb-13,"6,291.54","6,395.37","6,395.37","6,277.96",733.02M,-1.62%
20-Feb-13,"6,395.37","6,379.07","6,412.44","6,368.20",756.33M,0.26%
19-Feb-13,"6,379.07","6,318.19","6,385.14","6,304.40",672.87M,0.96%
18-Feb-13,"6,318.19","6,328.26","6,330.17","6,306.83",459.97M,-0.16%
15-Feb-13,"6,328.26","6,327.36","6,352.20","6,309.78",636.56M,0.01%
14-Feb-13,"6,327.36","6,359.11","6,364.72","6,302.00",713.90M,-0.50%
13-Feb-13,"6,359.11","6,338.38","6,384.70","6,311.59",756.38M,0.33%
12-Feb-13,"6,338.38","6,277.06","6,338.38","6,259.82",813.15M,0.98%
11-Feb-13,"6,277.06","6,263.93","6,294.81","6,252.31",448.13M,0.21%
8-Feb-13,"6,263.93","6,228.42","6,278.07","6,228.42",589.36M,0.57%
7-Feb-13,"6,228.42","6,295.34","6,313.00","6,216.72",721.69M,-1.06%
6-Feb-13,"6,295.34","6,282.76","6,321.45","6,265.55",673.86M,0.20%
5-Feb-13,"6,282.76","6,246.84","6,296.47","6,244.07",612.21M,0.58%
4-Feb-13,"6,246.84","6,347.24","6,347.26","6,236.66",765.90M,-1.58%
1-Feb-13,"6,347.24","6,276.88","6,353.95","6,275.50",686.18M,1.12%
31-Jan-13,"6,276.88","6,323.11","6,323.11","6,276.88",809.38M,-0.73%
30-Jan-13,"6,323.11","6,339.19","6,354.46","6,316.29",691.74M,-0.25%
29-Jan-13,"6,339.19","6,294.41","6,346.37","6,285.77",641.75M,0.71%
28-Jan-13,"6,294.41","6,284.45","6,311.26","6,277.04",533.45M,0.16%
25-Jan-13,"6,284.45","6,264.91","6,284.45","6,247.33",585.52M,0.31%
24-Jan-13,"6,264.91","6,197.64","6,271.40","6,186.48",655.65M,1.09%
23-Jan-13,"6,197.64","6,179.17","6,200.49","6,178.47",685.18M,0.30%
22-Jan-13,"6,179.17","6,180.98","6,188.58","6,149.18",558.35M,-0.03%
21-Jan-13,"6,180.98","6,154.41","6,182.23","6,154.41",401.15M,0.43%
18-Jan-13,"6,154.41","6,132.36","6,172.49","6,131.93",713.50M,0.36%
17-Jan-13,"6,132.36","6,103.98","6,135.89","6,087.49",622.93M,0.46%
16-Jan-13,"6,103.98","6,117.31","6,117.33","6,076.12",818.41M,-0.22%
15-Jan-13,"6,117.31","6,107.86","6,117.31","6,086.21",701.00M,0.15%
14-Jan-13,"6,107.86","6,121.58","6,134.17","6,104.90",628.35M,-0.22%
11-Jan-13,"6,121.58","6,101.51","6,121.58","6,095.07",685.72M,0.33%
10-Jan-13,"6,101.51","6,098.65","6,118.30","6,090.61",764.65M,0.05%
9-Jan-13,"6,098.65","6,053.63","6,112.27","6,053.63",812.12M,0.74%
8-Jan-13,"6,053.63","6,064.58","6,088.18","6,053.63",663.12M,-0.18%
7-Jan-13,"6,064.58","6,089.84","6,091.50","6,060.75",571.66M,-0.41%
4-Jan-13,"6,089.84","6,047.34","6,089.84","6,038.02",548.93M,0.70%
3-Jan-13,"6,047.34","6,027.37","6,051.30","6,016.80",470.67M,0.33%
2-Jan-13,"6,027.37","5,897.81","6,044.57","5,897.81",652.66M,2.20%
31-Dec-12,"5,897.81","5,925.37","5,925.43","5,873.43",164.64M,-0.47%
28-Dec-12,"5,925.37","5,954.30","5,975.97","5,915.32",306.91M,-0.49%
27-Dec-12,"5,954.30","5,954.18","5,997.04","5,942.44",340.70M,0.00%
24-Dec-12,"5,954.18","5,939.99","5,957.69","5,937.10",149.88M,0.24%
21-Dec-12,"5,939.99","5,958.34","5,958.34","5,894.10",933.06M,-0.31%
20-Dec-12,"5,958.34","5,961.59","5,970.87","5,950.07",596.57M,-0.05%
19-Dec-12,"5,961.59","5,935.90","5,977.82","5,935.90",743.38M,0.43%
18-Dec-12,"5,935.90","5,912.15","5,946.41","5,911.10",664.06M,0.40%
17-Dec-12,"5,912.15","5,921.76","5,923.92","5,881.01",533.51M,-0.16%
14-Dec-12,"5,921.76","5,929.61","5,944.50","5,915.34",529.96M,-0.13%
13-Dec-12,"5,929.61","5,945.85","5,947.85","5,918.57",557.27M,-0.27%
12-Dec-12,"5,945.85","5,924.97","5,948.50","5,915.91",629.91M,0.35%
11-Dec-12,"5,924.97","5,921.63","5,937.93","5,908.32",514.66M,0.06%
10-Dec-12,"5,921.63","5,914.40","5,923.97","5,891.33",463.90M,0.12%
7-Dec-12,"5,914.40","5,901.42","5,923.11","5,889.92",584.10M,0.22%
6-Dec-12,"5,901.42","5,892.08","5,923.91","5,889.65",637.07M,0.16%
5-Dec-12,"5,892.08","5,869.04","5,902.66","5,869.04",610.55M,0.39%
4-Dec-12,"5,869.04","5,871.24","5,885.36","5,852.88",596.03M,-0.04%
3-Dec-12,"5,871.24","5,866.82","5,902.00","5,859.56",512.05M,0.08%
30-Nov-12,"5,866.82","5,870.30","5,904.39","5,860.27",699.16M,-0.06%
29-Nov-12,"5,870.30","5,803.28","5,883.98","5,803.28",652.94M,1.15%
28-Nov-12,"5,803.28","5,799.71","5,808.34","5,755.23",610.19M,0.06%
27-Nov-12,"5,799.71","5,786.72","5,823.18","5,786.72",659.09M,0.22%
26-Nov-12,"5,786.72","5,819.14","5,819.14","5,773.86",601.95M,-0.56%
23-Nov-12,"5,819.14","5,791.03","5,830.53","5,781.43",427.50M,0.49%
22-Nov-12,"5,791.03","5,752.03","5,796.47","5,752.03",511.82M,0.68%
21-Nov-12,"5,752.03","5,748.10","5,760.12","5,727.86",640.01M,0.07%
20-Nov-12,"5,748.10","5,737.66","5,751.82","5,706.70",803.27M,0.18%
19-Nov-12,"5,737.66","5,605.59","5,739.74","5,605.59",745.28M,2.36%
16-Nov-12,"5,605.59","5,677.75","5,682.68","5,605.59",939.39M,-1.27%
15-Nov-12,"5,677.75","5,722.01","5,722.01","5,674.26",799.77M,-0.77%
14-Nov-12,"5,722.01","5,786.25","5,786.25","5,719.61",865.46M,-1.11%
13-Nov-12,"5,786.25","5,767.27","5,786.25","5,710.99",950.28M,0.33%
12-Nov-12,"5,767.27","5,769.68","5,795.25","5,762.01",654.36M,-0.04%
9-Nov-12,"5,769.68","5,776.05","5,786.43","5,715.23",708.90M,-0.11%
8-Nov-12,"5,776.05","5,791.63","5,824.36","5,770.70",729.28M,-0.27%
7-Nov-12,"5,791.63","5,884.90","5,921.78","5,789.43",922.67M,-1.58%
6-Nov-12,"5,884.90","5,839.06","5,885.16","5,839.06",774.67M,0.79%
5-Nov-12,"5,839.06","5,868.55","5,868.55","5,825.55",565.87M,-0.50%
2-Nov-12,"5,868.55","5,861.92","5,890.11","5,844.30",855.13M,0.11%
1-Nov-12,"5,861.92","5,782.70","5,866.76","5,777.96",1.04B,1.37%
31-Oct-12,"5,782.70","5,849.90","5,866.67","5,782.70",874.66M,-1.15%
30-Oct-12,"5,849.90","5,795.10","5,852.17","5,794.92",403.99M,0.95%
29-Oct-12,"5,795.10","5,806.71","5,812.67","5,763.51",432.89M,-0.20%
26-Oct-12,"5,806.71","5,805.05","5,817.94","5,753.31",622.85M,0.03%
25-Oct-12,"5,805.05","5,804.78","5,840.57","5,802.22",654.44M,0.00%
24-Oct-12,"5,804.78","5,797.91","5,823.24","5,776.64",953.71M,0.12%
23-Oct-12,"5,797.91","5,882.91","5,893.43","5,788.96",654.16M,-1.44%
22-Oct-12,"5,882.91","5,896.15","5,911.03","5,869.88",540.27M,-0.22%
19-Oct-12,"5,896.15","5,917.05","5,919.73","5,892.23",829.32M,-0.35%
18-Oct-12,"5,917.05","5,910.91","5,928.27","5,896.49",869.99M,0.10%
17-Oct-12,"5,910.91","5,870.54","5,915.59","5,868.68",903.40M,0.69%
16-Oct-12,"5,870.54","5,805.61","5,878.09","5,805.61",877.62M,1.12%
15-Oct-12,"5,805.61","5,793.32","5,827.87","5,786.03",695.44M,0.21%
12-Oct-12,"5,793.32","5,829.75","5,829.75","5,793.32",888.09M,-0.62%
11-Oct-12,"5,829.75","5,776.71","5,846.30","5,766.69",693.36M,0.92%
10-Oct-12,"5,776.71","5,810.25","5,810.52","5,776.71",681.62M,-0.58%
9-Oct-12,"5,810.25","5,841.74","5,856.42","5,795.18",574.47M,-0.54%
8-Oct-12,"5,841.74","5,871.02","5,871.02","5,818.76",492.22M,-0.50%
5-Oct-12,"5,871.02","5,827.78","5,885.57","5,827.61",883.08M,0.74%
4-Oct-12,"5,827.78","5,825.81","5,854.16","5,803.22",817.16M,0.03%
3-Oct-12,"5,825.81","5,809.45","5,832.48","5,785.00",606.20M,0.28%
2-Oct-12,"5,809.45","5,820.45","5,840.36","5,781.42",704.90M,-0.19%
1-Oct-12,"5,820.45","5,742.07","5,843.54","5,738.59",690.29M,1.37%
28-Sep-12,"5,742.07","5,779.42","5,807.82","5,740.52",745.47M,-0.65%
27-Sep-12,"5,779.42","5,768.09","5,804.09","5,762.98",545.05M,0.20%
26-Sep-12,"5,768.09","5,859.71","5,859.71","5,751.35",685.63M,-1.56%
25-Sep-12,"5,859.71","5,838.84","5,869.17","5,828.34",737.35M,0.36%
24-Sep-12,"5,838.84","5,852.62","5,852.62","5,806.09",736.97M,-0.24%
21-Sep-12,"5,852.62","5,854.64","5,887.57","5,838.86",1.20B,-0.03%
20-Sep-12,"5,854.64","5,888.48","5,888.48","5,824.36",656.51M,-0.57%
19-Sep-12,"5,888.48","5,868.16","5,894.39","5,861.01",704.14M,0.35%
18-Sep-12,"5,868.16","5,893.52","5,893.52","5,837.52",802.60M,-0.43%
17-Sep-12,"5,893.52","5,915.55","5,915.68","5,883.22",691.68M,-0.37%
14-Sep-12,"5,915.55","5,819.92","5,932.62","5,819.92",1.51B,1.64%
13-Sep-12,"5,819.92","5,782.08","5,826.57","5,770.26",819.53M,0.65%
12-Sep-12,"5,782.08","5,792.19","5,821.24","5,757.58",1.10B,-0.17%
11-Sep-12,"5,792.19","5,793.20","5,796.56","5,764.22",779.96M,-0.02%
10-Sep-12,"5,793.20","5,794.80","5,806.79","5,777.07",672.89M,-0.03%
7-Sep-12,"5,794.80","5,777.34","5,807.57","5,772.87",1.27B,0.30%
6-Sep-12,"5,777.34","5,657.86","5,785.98","5,657.86",1.10B,2.11%
5-Sep-12,"5,657.86","5,672.01","5,675.91","5,634.88",737.25M,-0.25%
4-Sep-12,"5,672.01","5,758.41","5,758.41","5,658.34",628.71M,-1.50%
3-Sep-12,"5,758.41","5,711.48","5,758.41","5,701.06",394.56M,0.82%
31-Aug-12,"5,711.48","5,719.45","5,763.77","5,707.99",851.66M,-0.14%
30-Aug-12,"5,719.45","5,743.53","5,743.53","5,705.65",479.12M,-0.42%
29-Aug-12,"5,743.53","5,775.71","5,775.76","5,739.23",523.48M,-0.56%
28-Aug-12,"5,775.71","5,776.60","5,779.49","5,749.75",524.54M,-0.02%
24-Aug-12,"5,776.60","5,776.60","5,791.39","5,739.41",487.76M,0.00%
23-Aug-12,"5,776.60","5,774.20","5,809.26","5,764.02",636.11M,0.04%
22-Aug-12,"5,774.20","5,857.52","5,857.52","5,771.22",535.19M,-1.42%
21-Aug-12,"5,857.52","5,824.37","5,872.59","5,824.37",501.84M,0.57%
20-Aug-12,"5,824.37","5,852.42","5,857.50","5,802.91",692.84M,-0.48%
17-Aug-12,"5,852.42","5,834.51","5,854.72","5,834.39",731.77M,0.31%
16-Aug-12,"5,834.51","5,833.04","5,846.70","5,811.31",587.03M,0.03%
15-Aug-12,"5,833.04","5,864.78","5,864.78","5,822.25",560.38M,-0.54%
14-Aug-12,"5,864.78","5,831.88","5,876.22","5,831.88",627.90M,0.56%
13-Aug-12,"5,831.88","5,847.11","5,852.79","5,813.63",410.23M,-0.26%
10-Aug-12,"5,847.11","5,851.51","5,858.56","5,827.71",466.84M,-0.08%
9-Aug-12,"5,851.51","5,845.92","5,860.16","5,828.44",741.08M,0.10%
8-Aug-12,"5,845.92","5,841.24","5,845.92","5,801.08",588.92M,0.08%
7-Aug-12,"5,841.24","5,808.77","5,841.24","5,785.01",779.69M,0.56%
6-Aug-12,"5,808.77","5,787.28","5,837.61","5,767.10",613.10M,0.37%
3-Aug-12,"5,787.28","5,662.30","5,794.01","5,662.30",748.57M,2.21%
2-Aug-12,"5,662.30","5,712.82","5,765.81","5,657.25",805.20M,-0.88%
1-Aug-12,"5,712.82","5,635.28","5,712.82","5,632.97",554.18M,1.38%
31-Jul-12,"5,635.28","5,693.63","5,695.54","5,635.28",645.79M,-1.02%
30-Jul-12,"5,693.63","5,627.21","5,706.47","5,625.67",648.63M,1.18%
27-Jul-12,"5,627.21","5,573.16","5,631.00","5,550.90",732.79M,0.97%
26-Jul-12,"5,573.16","5,498.32","5,594.51","5,478.04",817.69M,1.36%
25-Jul-12,"5,498.32","5,499.23","5,526.09","5,478.02",621.39M,-0.02%
24-Jul-12,"5,499.23","5,533.87","5,556.63","5,486.99",551.20M,-0.63%
23-Jul-12,"5,533.87","5,651.77","5,651.77","5,510.92",691.61M,-2.09%
20-Jul-12,"5,651.77","5,714.19","5,714.19","5,644.93",961.83M,-1.09%
19-Jul-12,"5,714.19","5,685.77","5,718.61","5,685.77",711.48M,0.50%
18-Jul-12,"5,685.77","5,629.09","5,688.29","5,624.54",669.96M,1.01%
17-Jul-12,"5,629.09","5,662.43","5,676.47","5,621.19",602.76M,-0.59%
16-Jul-12,"5,662.43","5,666.13","5,670.60","5,640.88",569.29M,-0.07%
13-Jul-12,"5,666.13","5,608.25","5,675.62","5,608.25",609.27M,1.03%
12-Jul-12,"5,608.25","5,664.48","5,664.48","5,588.84",667.05M,-0.99%
11-Jul-12,"5,664.48","5,664.07","5,674.65","5,625.60",606.67M,0.01%
10-Jul-12,"5,664.07","5,627.33","5,688.66","5,622.29",607.97M,0.65%
9-Jul-12,"5,627.33","5,662.63","5,669.75","5,610.71",682.35M,-0.62%
6-Jul-12,"5,662.63","5,692.63","5,695.06","5,647.47",602.83M,-0.53%
5-Jul-12,"5,692.63","5,684.47","5,727.45","5,662.48",766.72M,0.14%
4-Jul-12,"5,684.47","5,687.73","5,699.85","5,669.73",445.46M,-0.06%
3-Jul-12,"5,687.73","5,640.64","5,689.00","5,636.05",795.29M,0.83%
2-Jul-12,"5,640.64","5,571.15","5,640.64","5,571.15",696.94M,1.25%
29-Jun-12,"5,571.15","5,493.06","5,619.65","5,493.06",1.06B,1.42%
28-Jun-12,"5,493.06","5,523.92","5,533.75","5,436.50",1.03B,-0.56%
27-Jun-12,"5,523.92","5,446.96","5,525.14","5,446.96",678.49M,1.41%
26-Jun-12,"5,446.96","5,450.65","5,476.50","5,436.27",631.70M,-0.07%
25-Jun-12,"5,450.65","5,513.69","5,513.69","5,435.46",716.16M,-1.14%
22-Jun-12,"5,513.69","5,566.36","5,566.36","5,499.97",677.91M,-0.95%
21-Jun-12,"5,566.36","5,622.29","5,622.29","5,564.79",785.24M,-0.99%
20-Jun-12,"5,622.29","5,586.31","5,623.85","5,566.00",903.45M,0.64%
19-Jun-12,"5,586.31","5,491.09","5,603.14","5,491.03",816.80M,1.73%
18-Jun-12,"5,491.09","5,478.81","5,555.32","5,461.08",879.53M,0.22%
15-Jun-12,"5,478.81","5,467.05","5,522.87","5,465.09",2.31B,0.22%
14-Jun-12,"5,467.05","5,483.81","5,483.81","5,424.40",985.63M,-0.31%
13-Jun-12,"5,483.81","5,473.74","5,507.65","5,436.67",831.01M,0.18%
12-Jun-12,"5,473.74","5,432.37","5,478.63","5,414.64",890.75M,0.76%
11-Jun-12,"5,432.37","5,435.08","5,536.27","5,419.56",950.51M,-0.05%
8-Jun-12,"5,435.08","5,447.79","5,447.79","5,381.83",916.40M,-0.23%
7-Jun-12,"5,447.79","5,384.11","5,494.54","5,384.11",1.03B,1.18%
6-Jun-12,"5,384.11","5,260.19","5,388.03","5,260.19",1.10B,2.36%
1-Jun-12,"5,260.19","5,320.86","5,354.45","5,229.76",1.06B,-1.14%
31-May-12,"5,320.86","5,297.28","5,352.05","5,272.66",1.40B,0.45%
30-May-12,"5,297.28","5,391.14","5,391.14","5,284.42",863.48M,-1.74%
29-May-12,"5,391.14","5,356.34","5,404.66","5,342.46",729.59M,0.65%
28-May-12,"5,356.34","5,351.53","5,413.83","5,341.34",510.69M,0.09%
25-May-12,"5,351.53","5,350.05","5,385.17","5,312.20",734.36M,0.03%
24-May-12,"5,350.05","5,266.41","5,371.75","5,266.41",737.28M,1.59%
23-May-12,"5,266.41","5,403.28","5,403.67","5,262.90",997.83M,-2.53%
22-May-12,"5,403.28","5,304.48","5,408.65","5,304.48",931.86M,1.86%
21-May-12,"5,304.48","5,267.62","5,324.36","5,253.92",914.31M,0.70%
18-May-12,"5,267.62","5,338.38","5,338.38","5,256.61",1.23B,-1.33%
17-May-12,"5,338.38","5,405.25","5,413.32","5,309.75",894.67M,-1.24%
16-May-12,"5,405.25","5,437.62","5,448.38","5,354.00",1.03B,-0.60%
15-May-12,"5,437.62","5,465.52","5,507.65","5,411.82",876.37M,-0.51%
14-May-12,"5,465.52","5,575.52","5,575.65","5,436.69",883.93M,-1.97%
11-May-12,"5,575.52","5,543.95","5,585.50","5,499.27",772.58M,0.57%
10-May-12,"5,543.95","5,530.05","5,566.14","5,490.54",847.65M,0.25%
9-May-12,"5,530.05","5,554.55","5,571.71","5,464.41",1.01B,-0.44%
8-May-12,"5,554.55","5,655.06","5,668.09","5,550.09",1.05B,-1.78%
